date,business_id,sector,production_units,operating_hours,machine_hours,electricity_kwh,peak_load_kw,water_litres,fuel_litres,revenue_inr,temperature_c,maintenance_hours,is_anomaly,energy_cost_inr,energy_intensity,estimated_co2e_kg,water_intensity
2026-07-24,MSME_008,Component Manufacturing,844.68,8.54,7.41,1892.4,297.84,1077.4,25.46,139523.95,33.06,0.0,0,15139.2,2.240375053274613,1324.68,1.2755126201638491
2026-07-25,MSME_008,Component Manufacturing,505.13,6.13,4.63,1094.29,227.79,614.5,10.33,59619.84,27.61,0.0,0,8754.32,2.166353216003801,766.0029999999999,1.2165185199849544
2026-07-26,MSME_008,Component Manufacturing,536.46,6.25,4.96,1110.2,223.94,703.09,13.05,46486.0,31.96,0.0,0,8881.6,2.069492599634642,777.14,1.3106102971330573
2026-07-27,MSME_008,Component Manufacturing,731.13,8.08,6.69,1668.21,271.69,901.84,17.86,98482.34,29.83,0.0,0,13345.68,2.2816872512412294,1167.7469999999998,1.2334878886107805
2026-07-28,MSME_008,Component Manufacturing,780.91,8.68,6.67,1750.92,256.25,1003.8,13.46,78814.16,28.16,0.0,0,14007.36,2.2421533851532187,1225.644,1.285423416270761
2026-07-29,MSME_008,Component Manufacturing,731.31,8.75,7.92,1678.9,222.05,945.6,11.51,100922.29,31.49,0.0,0,13431.2,2.29574325525427,1175.23,1.2930221110062765
2026-07-30,MSME_008,Component Manufacturing,734.69,7.92,6.09,1549.95,257.12,949.0,10.26,123604.41,28.8,0.0,0,12399.6,2.1096653010113107,1084.965,1.2917012617566592
2026-07-31,MSME_008,Component Manufacturing,671.86,8.28,6.19,1532.71,232.97,881.79,15.6,96156.43,29.29,0.0,0,12261.68,2.2812937219063496,1072.897,1.3124609293602834
2026-08-01,MSME_008,Component Manufacturing,484.32,5.71,4.82,1078.54,218.33,595.73,13.7,47202.3,31.14,0.0,0,8628.32,2.226916088536505,754.978,1.2300338619094815
2026-08-02,MSME_008,Component Manufacturing,624.76,5.77,4.2,1392.73,321.87,786.53,12.81,104170.35,30.98,0.0,0,11141.84,2.2292240220244572,974.911,1.2589314296689929
2026-08-03,MSME_008,Component Manufacturing,802.92,7.94,6.0,2011.92,303.16,1014.33,16.48,132858.59,32.14,0.0,0,16095.36,2.5057539979076373,1408.344,1.263301449708564
2026-08-04,MSME_008,Component Manufacturing,755.35,9.02,7.94,1759.62,224.47,995.17,26.86,100162.84,29.56,0.0,0,14076.96,2.329542596147481,1231.734,1.3174952009002447
2026-08-05,MSME_008,Component Manufacturing,710.05,9.12,8.6,1637.93,207.91,836.5,26.59,88459.66,30.19,0.0,0,13103.44,2.306781212590663,1146.551,1.1780860502781496
2026-08-06,MSME_008,Component Manufacturing,825.82,8.82,6.8,2002.08,285.78,1021.99,12.49,142781.57,29.59,0.0,0,16016.64,2.4243539754425902,1401.456,1.2375457121406601
2026-08-07,MSME_008,Component Manufacturing,781.92,8.98,7.73,1701.0,219.94,935.93,19.82,134529.51,31.67,0.0,0,13608.0,2.175414364640884,1190.6999999999998,1.1969638837732761
2026-08-08,MSME_008,Component Manufacturing,589.22,6.28,4.82,1257.88,255.09,763.95,9.41,95927.59,29.32,0.0,0,10063.04,2.1348223074573167,880.5160000000001,1.2965445843657717
2026-08-09,MSME_008,Component Manufacturing,544.85,5.6,4.95,1245.59,268.85,682.15,15.33,68631.99,31.46,0.0,0,9964.72,2.2861154446177845,871.9129999999999,1.2519959621914287
2026-08-10,MSME_008,Component Manufacturing,789.92,8.05,5.87,1637.7,281.84,1029.44,23.59,83912.18,28.31,0.0,0,13101.6,2.073247923840389,1146.3899999999999,1.3032205792991696
2026-08-11,MSME_008,Component Manufacturing,647.84,8.85,7.82,1544.54,229.46,779.03,19.08,76849.74,32.34,0.0,0,12356.32,2.3841380587799454,1081.1779999999999,1.2025037046184242
2026-08-12,MSME_008,Component Manufacturing,802.95,8.84,8.12,1902.89,257.45,933.2,26.24,113543.84,32.12,0.0,0,15223.12,2.369873591132698,1332.023,1.1622143346410112
2026-08-13,MSME_008,Component Manufacturing,760.15,8.94,6.83,1799.23,277.94,933.03,19.27,71823.49,30.42,0.0,0,14393.84,2.3669407353811747,1259.461,1.2274287969479707
2026-08-14,MSME_008,Component Manufacturing,802.93,9.04,8.49,1829.77,281.15,1043.9,13.73,101610.83,29.22,0.0,0,14638.16,2.278866152715679,1280.839,1.300113334910889
2026-08-15,MSME_008,Component Manufacturing,520.63,5.97,4.39,1192.22,256.59,683.22,8.68,53638.81,30.96,0.0,0,9537.76,2.2899563989781613,834.554,1.3122947198586328
2026-08-16,MSME_008,Component Manufacturing,535.66,5.99,5.32,1259.34,283.63,714.74,9.52,93994.72,30.3,0.0,0,10074.72,2.3510062352985104,881.5379999999999,1.3343165440764666
2026-08-17,MSME_008,Component Manufacturing,729.24,8.04,5.95,1594.64,270.19,843.17,10.8,108800.65,31.43,0.0,0,12757.12,2.1867149360978555,1116.248,1.156231144753442
2026-08-18,MSME_008,Component Manufacturing,722.67,8.38,7.3,1593.55,260.01,866.96,17.07,114359.84,28.86,0.0,0,12748.4,2.2050866924045556,1115.485,1.1996623631809817
2026-08-19,MSME_008,Component Manufacturing,805.01,7.82,7.27,1760.23,284.63,949.39,18.85,130263.72,31.05,0.0,0,14081.84,2.186593955354592,1232.1609999999998,1.1793518092942945
2026-08-20,MSME_008,Component Manufacturing,535.43,8.89,6.52,1738.19,239.2,676.24,21.84,81670.4,32.48,4.34,0,13905.52,3.2463440599144615,1216.733,1.2629848906486376
2026-08-21,MSME_008,Component Manufacturing,719.48,9.11,7.37,1744.01,267.61,887.14,15.97,88227.54,30.65,0.0,0,13952.08,2.4239867682214933,1220.807,1.233029410129538
2026-08-22,MSME_008,Component Manufacturing,473.02,5.92,4.38,1092.6,234.04,626.49,7.58,81843.2,31.55,0.0,0,8740.8,2.3098389074457737,764.8199999999999,1.3244471692528859
2026-08-23,MSME_008,Component Manufacturing,579.85,6.29,4.62,1301.41,266.83,740.42,9.45,53526.05,30.82,0.0,0,10411.28,2.2443907907217384,910.987,1.276916443907907
2026-08-24,MSME_008,Component Manufacturing,788.76,8.1,6.26,1823.66,280.31,929.97,11.22,134513.49,31.79,0.0,0,14589.28,2.31205943506263,1276.562,1.1790278411684163
2026-08-25,MSME_008,Component Manufacturing,804.47,8.44,7.56,1661.22,255.42,1021.31,18.29,104234.27,29.45,0.0,0,13289.76,2.064986885775728,1162.854,1.2695439233284025
2026-08-26,MSME_008,Component Manufacturing,660.13,8.87,6.46,1464.49,225.28,859.14,11.4,80952.74,27.84,0.0,0,11715.92,2.2184872676594005,1025.143,1.301470922394074
2026-08-27,MSME_008,Component Manufacturing,776.92,8.16,6.45,1634.25,247.19,904.69,22.92,88118.2,27.16,0.0,0,13074.0,2.1034984296967516,1143.975,1.1644570869587603
2026-08-28,MSME_008,Component Manufacturing,818.32,8.07,6.83,1745.49,296.24,1021.93,14.27,146708.8,28.18,0.0,0,13963.92,2.1330164238928537,1221.8429999999998,1.2488146446377943
2026-08-29,MSME_008,Component Manufacturing,518.46,6.04,4.86,1192.88,247.79,675.71,16.09,75552.11,26.57,0.0,0,9543.04,2.300813949002816,835.0160000000001,1.3033020869498129
2026-08-30,MSME_008,Component Manufacturing,527.9,5.97,4.91,1040.17,237.55,676.28,10.26,72097.61,26.17,0.0,0,8321.36,1.9703921197196441,728.119,1.2810759613563174
2026-08-31,MSME_008,Component Manufacturing,708.53,7.92,7.2,1691.94,294.6,907.9,21.59,77694.95,28.93,0.0,0,13535.52,2.3879581669089527,1184.358,1.2813854035820642
2026-09-01,MSME_008,Component Manufacturing,819.41,9.03,8.02,1818.52,251.93,1095.53,25.42,108954.73,28.94,0.0,0,14548.16,2.2193041334618813,1272.964,1.3369741643377553
2026-09-02,MSME_008,Component Manufacturing,619.88,8.68,6.8,1576.76,238.25,791.44,20.95,58731.42,30.4,4.46,0,12614.08,2.543653610376202,1103.732,1.2767632444989354
2026-09-03,MSME_008,Component Manufacturing,726.88,7.86,6.91,1594.96,258.47,870.43,20.69,115124.18,29.75,0.0,0,12759.68,2.1942548976447283,1116.472,1.1974878934624698
2026-09-04,MSME_008,Component Manufacturing,738.46,9.07,8.51,1709.75,243.13,986.06,23.91,114987.93,27.96,0.0,0,13678.0,2.315291281856837,1196.8249999999998,1.3352923651924273
2026-09-05,MSME_008,Component Manufacturing,496.22,6.17,5.59,1119.48,238.21,582.96,11.03,72301.83,27.89,0.0,0,8955.84,2.2560154770061667,783.636,1.1748014993349725
2026-09-06,MSME_008,Component Manufacturing,516.98,5.64,4.44,1180.03,256.81,635.02,6.84,48697.69,27.37,0.0,0,9440.24,2.282544779295137,826.021,1.228326047429301
2026-09-07,MSME_008,Component Manufacturing,647.53,7.85,5.77,1551.79,251.02,863.0,20.53,84434.96,25.6,1.0,0,12414.32,2.3964758389572682,1086.253,1.3327567834694918
2026-09-08,MSME_008,Component Manufacturing,743.16,8.91,7.01,1865.0,246.37,894.51,24.81,128163.47,29.89,0.0,0,14920.0,2.509553797298025,1305.5,1.2036573550783143
2026-09-09,MSME_008,Component Manufacturing,620.62,8.78,6.59,1475.44,229.52,796.56,18.84,111695.82,26.12,0.0,0,11803.52,2.3773645709129583,1032.808,1.2834907028455416
2026-09-10,MSME_008,Component Manufacturing,716.4,8.54,6.8,1616.16,222.12,825.45,14.82,122299.9,27.17,0.0,0,12929.28,2.2559463986599666,1131.312,1.1522194304857623
2026-09-11,MSME_008,Component Manufacturing,670.61,9.1,8.19,1568.61,206.39,788.56,14.13,80161.3,28.19,0.0,0,12548.88,2.33907934567036,1098.0269999999998,1.1758846423405556
2026-09-12,MSME_008,Component Manufacturing,491.01,5.72,5.38,984.01,206.26,581.97,10.23,41696.64,28.25,0.0,0,7872.08,2.0040528706136334,688.8069999999999,1.1852508095558136
2026-09-13,MSME_008,Component Manufacturing,492.17,6.23,5.24,1196.79,222.37,641.48,9.3,82814.73,28.43,0.0,0,9574.32,2.431659792348172,837.7529999999999,1.303370786516854
2026-09-14,MSME_008,Component Manufacturing,732.0,8.39,7.3,1643.13,269.47,877.54,22.2,75254.09,30.69,0.0,0,13145.04,2.2447131147540986,1150.191,1.1988251366120217
2026-09-15,MSME_008,Component Manufacturing,771.52,8.15,6.34,1682.66,245.34,1027.73,18.88,93158.16,28.1,0.0,0,13461.28,2.180967440895894,1177.862,1.3320847158855247
2026-09-16,MSME_008,Component Manufacturing,766.0,8.2,7.01,1794.13,269.87,967.62,15.79,65273.22,29.14,0.0,0,14353.04,2.342206266318538,1255.891,1.2632114882506527
2026-09-17,MSME_008,Component Manufacturing,741.83,9.09,8.18,1674.15,216.28,918.81,22.72,115675.65,29.47,0.0,0,13393.2,2.2567838992761144,1171.905,1.2385721796098834
2026-09-18,MSME_008,Component Manufacturing,703.34,8.47,6.99,1436.64,232.88,861.92,24.59,80098.68,26.82,0.0,0,11493.12,2.042596752637416,1005.648,1.225467057184292
2026-09-19,MSME_008,Component Manufacturing,501.92,6.3,5.28,1092.48,229.89,635.81,14.94,66985.86,22.2,0.0,0,8739.84,2.1766018489002232,764.736,1.2667556582722346
2026-09-20,MSME_008,Component Manufacturing,521.23,5.63,4.95,1076.96,254.26,689.46,8.96,51233.06,25.47,0.0,0,8615.68,2.06618959000825,753.872,1.3227557891909523
2026-09-21,MSME_008,Component Manufacturing,617.82,8.17,5.98,1324.04,211.5,807.78,18.64,79490.6,25.79,0.0,0,10592.32,2.1430837460749084,926.8279999999999,1.307468194619792
2026-09-22,MSME_008,Component Manufacturing,683.17,8.06,6.95,1545.48,251.95,798.31,20.72,121798.1,27.77,0.0,0,12363.84,2.2622187742435997,1081.836,1.1685378456313948
2026-09-23,MSME_008,Component Manufacturing,733.22,8.94,7.3,1534.07,234.03,891.49,12.71,82308.19,27.03,0.0,0,12272.56,2.0922369820790485,1073.849,1.2158560868497859
2026-09-24,MSME_008,Component Manufacturing,783.76,8.65,8.17,1572.38,244.34,917.67,17.45,130317.61,25.65,0.0,0,12579.04,2.006200877819741,1100.666,1.1708558742472186
2026-09-25,MSME_008,Component Manufacturing,682.7,8.48,7.05,1448.3,226.27,850.95,16.76,56905.62,26.83,0.0,0,11586.4,2.1214296176944485,1013.81,1.2464479273472975
2026-09-26,MSME_008,Component Manufacturing,540.57,6.26,4.9,1130.0,247.78,634.82,7.71,81291.63,26.02,0.0,0,9040.0,2.0903860739589692,791.0,1.174352997761622
2026-09-27,MSME_008,Component Manufacturing,509.43,6.35,5.29,1186.8,254.71,653.75,7.87,63079.71,27.73,0.0,0,9494.4,2.329662564042165,830.7599999999999,1.2832970182360677
2026-09-28,MSME_008,Component Manufacturing,757.92,9.04,8.62,1687.4,251.45,910.82,23.43,108321.84,24.33,0.0,0,13499.2,2.226356343677433,1181.18,1.2017363310111886
2026-09-29,MSME_008,Component Manufacturing,723.46,8.64,6.34,1575.44,236.11,961.26,22.3,84478.27,26.53,0.0,0,12603.52,2.1776463107842865,1102.808,1.3286982003151522
2026-09-30,MSME_008,Component Manufacturing,695.44,8.74,7.02,1394.99,206.09,825.77,19.2,82932.35,26.58,0.0,0,11159.92,2.0059099275278958,976.4929999999999,1.1874065339928677
2026-10-01,MSME_008,Component Manufacturing,688.63,8.88,6.54,1409.55,183.84,849.51,14.24,99111.39,25.2,0.0,0,11276.4,2.046890202285698,986.685,1.2336232810072172
2026-10-02,MSME_008,Component Manufacturing,722.55,8.67,7.55,1520.09,212.55,879.0,25.76,111084.52,27.06,0.0,0,12160.72,2.1037852051761123,1064.0629999999999,1.2165248079717668
2026-10-03,MSME_008,Component Manufacturing,492.67,5.56,4.05,1143.48,281.99,642.45,9.85,70168.6,27.64,0.0,0,9147.84,2.32098564962348,800.4359999999999,1.3040168875718028
2026-10-04,MSME_008,Component Manufacturing,487.08,6.15,5.48,1087.0,240.82,590.21,18.1,60673.59,24.53,0.0,0,8696.0,2.2316662560565,760.9,1.21173113246284
2026-10-05,MSME_008,Component Manufacturing,747.54,8.96,7.49,1578.35,220.84,966.02,11.07,121956.63,25.4,0.0,0,12626.8,2.111392032533376,1104.8449999999998,1.292265296840303
2026-10-06,MSME_008,Component Manufacturing,689.31,8.07,7.62,1452.11,234.35,880.36,23.98,99739.85,27.0,0.0,0,11616.88,2.1066138602370486,1016.4769999999999,1.2771612191902049
2026-10-07,MSME_008,Component Manufacturing,565.9,8.02,6.28,1471.9,226.55,715.69,13.89,65202.79,22.69,2.29,0,11775.2,2.6009895741297053,1030.33,1.2646934087294577
2026-10-08,MSME_008,Component Manufacturing,710.01,8.02,6.7,1444.83,238.32,852.99,13.05,100867.58,24.47,0.0,0,11558.64,2.0349431698145097,1011.3809999999999,1.2013774453880932
2026-10-09,MSME_008,Component Manufacturing,829.72,8.76,6.45,1651.04,241.43,1058.75,14.98,93239.96,24.79,0.0,0,13208.32,1.9898761027816612,1155.7279999999998,1.2760328785614423
2026-10-10,MSME_008,Component Manufacturing,539.17,5.95,5.56,1127.58,257.41,654.17,12.3,87539.9,25.36,0.0,0,9020.64,2.091325555947104,789.3059999999999,1.2132907988204091
2026-10-11,MSME_008,Component Manufacturing,538.16,5.86,5.59,1029.2,209.93,629.59,13.67,81618.55,26.27,0.0,0,8233.6,1.9124423963133643,720.4399999999999,1.1698937119072397
2026-10-12,MSME_008,Component Manufacturing,682.55,7.89,5.98,1536.46,269.83,895.85,10.35,69267.46,24.36,0.0,0,12291.68,2.2510585305105857,1075.522,1.3125045784191636
2026-10-13,MSME_008,Component Manufacturing,740.53,8.35,7.32,1503.31,212.16,930.02,17.84,102990.37,26.55,0.0,0,12026.48,2.030046048100685,1052.317,1.2558842990830892
2026-10-14,MSME_008,Component Manufacturing,665.01,8.83,6.63,1403.46,204.14,876.48,16.08,95241.47,24.89,0.0,0,11227.68,2.11043442955745,982.4219999999999,1.317995218117021
2026-10-15,MSME_008,Component Manufacturing,763.32,8.27,7.51,1675.85,249.15,944.08,18.4,73416.53,24.22,0.0,0,13406.8,2.1954750301315302,1173.0949999999998,1.2368076298275952
2026-10-16,MSME_008,Component Manufacturing,705.82,8.64,6.5,1467.47,214.46,922.08,15.72,95648.44,25.01,0.0,0,11739.76,2.079099487121362,1027.229,1.3063953982601797
2026-10-17,MSME_008,Component Manufacturing,627.3,6.28,5.57,1241.6,257.6,840.93,9.64,67552.03,23.0,0.0,0,9932.8,1.9792762633508687,869.1199999999999,1.3405547584887614
2026-10-18,MSME_008,Component Manufacturing,512.54,6.27,5.76,1100.8,213.47,591.23,13.21,88283.1,25.36,0.0,0,8806.4,2.1477348109415852,770.56,1.1535294806259024
2026-10-19,MSME_008,Component Manufacturing,681.54,8.13,6.43,1502.82,240.48,885.74,19.4,68449.59,24.01,0.0,0,12022.56,2.2050356545470553,1051.974,1.2996155764885406
2026-10-20,MSME_008,Component Manufacturing,728.43,8.44,7.01,1561.17,224.3,844.54,23.41,93699.71,25.34,0.0,0,12489.36,2.143198385568964,1092.819,1.1593976085553863
2026-10-21,MSME_008,Component Manufacturing,673.31,8.39,7.08,1342.04,192.63,855.61,18.46,87845.07,24.05,0.0,0,10736.32,1.9931977840816266,939.4279999999999,1.2707519567509766
2026-10-22,MSME_008,Component Manufacturing,762.52,9.14,7.28,1710.75,220.88,920.99,19.3,90917.1,23.23,0.0,0,13686.0,2.2435477102239942,1197.5249999999999,1.207824057073913
2026-10-23,MSME_008,Component Manufacturing,723.98,8.13,7.53,1486.43,223.95,916.07,17.89,102725.97,21.58,0.0,0,11891.44,2.0531368269841708,1040.501,1.2653250089781487
2026-10-24,MSME_008,Component Manufacturing,549.26,5.7,5.37,1146.94,266.46,715.43,10.35,52602.53,25.32,0.0,0,9175.52,2.08815497214434,802.858,1.302534318901795
2026-10-25,MSME_008,Component Manufacturing,466.22,5.72,4.98,1084.06,231.12,561.93,8.49,46676.0,24.02,0.0,0,8672.48,2.325211273647634,758.8419999999999,1.2052893483763027
2026-10-26,MSME_008,Component Manufacturing,760.28,8.01,7.45,1456.3,218.3,888.79,14.55,100638.03,22.62,0.0,0,11650.4,1.9154785079181353,1019.4099999999999,1.1690298311148524
2026-10-27,MSME_008,Component Manufacturing,798.7,8.02,6.05,1750.23,294.92,922.66,22.86,119711.93,23.72,0.0,0,14001.84,2.1913484412169777,1225.1609999999998,1.1552022035808187
2026-10-28,MSME_008,Component Manufacturing,749.1,7.82,6.54,1576.67,258.74,941.33,16.46,90961.21,24.68,0.0,0,12613.36,2.104752369510079,1103.6689999999999,1.2566146041916968
2026-10-29,MSME_008,Component Manufacturing,859.19,7.91,7.53,1656.28,258.04,1082.3,21.86,146149.74,23.74,0.0,0,13250.24,1.9277226224700006,1159.396,1.2596748099954607
2026-10-30,MSME_008,Component Manufacturing,613.44,8.88,6.93,1392.39,193.35,755.37,13.22,67556.14,19.81,0.0,0,11139.12,2.269806338028169,974.673,1.2313673708920188
2026-10-31,MSME_008,Component Manufacturing,530.23,6.4,5.52,1206.02,245.77,654.08,14.22,52689.71,24.13,0.0,0,9648.16,2.274522377081644,844.2139999999999,1.2335778812967957
2026-11-01,MSME_008,Component Manufacturing,551.52,6.24,5.84,1187.89,225.99,726.29,8.03,58046.71,23.61,0.0,0,9503.12,2.1538475485929798,831.523,1.3168878735132
2026-11-02,MSME_008,Component Manufacturing,758.04,9.15,7.02,1560.81,197.13,907.43,22.14,92347.17,25.4,0.0,0,12486.48,2.0590074402406207,1092.5669999999998,1.1970740330325575
2026-11-03,MSME_008,Component Manufacturing,811.85,8.5,7.56,1741.56,282.31,1013.74,18.18,84124.41,22.39,0.0,0,13932.48,2.145174601219437,1219.0919999999999,1.2486789431545235
2026-11-04,MSME_008,Component Manufacturing,783.4,8.87,7.2,1653.08,234.69,1040.5,22.16,133905.5,22.16,0.0,0,13224.64,2.110135307633393,1157.156,1.3281848353331631
2026-11-05,MSME_008,Component Manufacturing,833.34,9.08,7.85,1871.36,240.81,1060.51,22.63,143046.09,24.84,0.0,0,14970.88,2.245614035087719,1309.9519999999998,1.2726018191854465
2026-11-06,MSME_008,Component Manufacturing,789.94,8.11,6.2,1622.89,277.91,1044.1,16.01,113493.68,23.69,0.0,0,12983.12,2.054447173203028,1136.023,1.3217459553890167
2026-11-07,MSME_008,Component Manufacturing,515.9,5.54,3.99,1127.91,280.15,637.98,11.05,49886.81,22.63,0.0,0,9023.28,2.1862957937584806,789.537,1.2366350067842606
2026-11-08,MSME_008,Component Manufacturing,534.58,5.79,4.37,1169.36,242.72,641.28,16.48,70490.33,20.56,0.0,0,9354.88,2.187436866324965,818.5519999999999,1.1995959444797784
2026-11-09,MSME_008,Component Manufacturing,857.19,9.08,7.58,1930.6,276.69,1098.91,21.88,86705.03,22.22,0.0,0,15444.8,2.2522427933130342,1351.4199999999998,1.2819911571530234
2026-11-10,MSME_008,Component Manufacturing,754.88,9.08,6.55,1627.13,206.29,956.53,19.89,128571.95,19.21,0.0,0,13017.04,2.155481665960153,1138.991,1.2671285502331495
2026-11-11,MSME_008,Component Manufacturing,745.61,7.85,7.48,1418.49,224.33,1006.55,10.39,114229.78,22.64,0.0,0,11347.92,1.9024557074073578,992.943,1.349968482182374
2026-11-12,MSME_008,Component Manufacturing,671.1,8.97,8.33,1513.61,206.58,836.69,13.05,74140.37,20.94,0.0,0,12108.88,2.2554164804053043,1059.5269999999998,1.2467441513932351
2026-11-13,MSME_008,Component Manufacturing,671.71,8.2,7.68,1380.26,224.94,823.88,11.93,72532.61,19.78,0.0,0,11042.08,2.0548450968423873,966.1819999999999,1.2265412157032052
2026-11-14,MSME_008,Component Manufacturing,517.17,5.81,5.08,1090.59,262.28,649.76,11.25,70171.41,21.84,0.0,0,8724.72,2.108765009571321,763.4129999999999,1.2563760465610923
2026-11-15,MSME_008,Component Manufacturing,523.82,6.37,4.81,1064.65,204.96,678.84,13.78,42626.18,22.52,0.0,0,8517.2,2.0324729869038984,745.255,1.2959413539001947
2026-11-16,MSME_008,Component Manufacturing,817.19,8.73,7.39,1744.61,265.96,1005.11,22.11,72022.35,21.89,0.0,0,13956.88,2.1348890710850594,1221.2269999999999,1.2299587611204248
2026-11-17,MSME_008,Component Manufacturing,858.86,8.52,6.67,1734.65,265.02,1103.34,13.1,82293.79,20.35,0.0,0,13877.2,2.019712176606199,1214.2549999999999,1.2846564050019793
2026-11-18,MSME_008,Component Manufacturing,576.71,8.72,8.3,1615.7,251.05,712.87,18.94,92301.66,22.23,1.11,0,12925.6,2.801581384057845,1130.99,1.2360978654783166
2026-11-19,MSME_008,Component Manufacturing,852.71,8.58,6.89,1641.11,242.1,993.39,20.07,116654.83,20.23,0.0,0,13128.88,1.9245816279860677,1148.7769999999998,1.1649798876523085
2026-11-20,MSME_008,Component Manufacturing,764.28,7.87,7.04,1766.89,298.12,980.95,18.68,124126.78,20.44,0.0,0,14135.12,2.3118359763437484,1236.823,1.2834955775370285
2026-11-21,MSME_008,Component Manufacturing,493.09,6.0,5.02,1073.17,238.97,624.3,8.22,82772.49,18.34,3.68,0,8585.36,2.176418098115963,751.219,1.266097466993855
2026-11-22,MSME_008,Component Manufacturing,526.5,6.32,4.93,1251.21,254.45,661.48,11.04,78777.62,23.78,0.0,0,10009.68,2.3764672364672363,875.847,1.256372269705603
2026-11-23,MSME_008,Component Manufacturing,791.56,7.92,5.96,1645.63,257.86,1038.49,11.54,122049.22,19.68,0.0,0,13165.04,2.078970640254687,1151.941,1.311953610591743
2026-11-24,MSME_008,Component Manufacturing,764.79,8.96,6.68,1781.81,235.46,903.93,21.63,79162.84,19.83,0.0,0,14254.48,2.329802952444462,1247.2669999999998,1.1819322951398423
2026-11-25,MSME_008,Component Manufacturing,751.12,7.97,6.63,1746.43,280.02,994.82,17.59,80867.8,21.53,0.0,0,13971.44,2.3251011822345298,1222.501,1.324448823090851
2026-11-26,MSME_008,Component Manufacturing,773.47,7.85,6.79,1661.97,290.76,1034.44,10.29,92139.62,19.2,0.0,0,13295.76,2.1487194073461153,1163.379,1.3374015798932086
2026-11-27,MSME_008,Component Manufacturing,697.0,8.45,7.08,1576.83,217.74,884.55,17.47,62785.32,19.69,0.0,0,12614.64,2.262309899569584,1103.781,1.2690817790530846
2026-11-28,MSME_008,Component Manufacturing,601.55,6.33,5.79,1239.08,252.31,793.25,11.53,63960.93,23.17,0.0,0,9912.64,2.0598121519408195,867.3559999999999,1.3186767517247113
2026-11-29,MSME_008,Component Manufacturing,581.57,5.81,4.28,1217.51,256.53,769.02,10.5,52732.65,21.51,0.0,0,9740.08,2.0934883161098403,852.257,1.3223171759203534
2026-11-30,MSME_008,Component Manufacturing,717.82,8.25,6.09,1555.87,223.39,849.38,15.61,122519.52,22.15,0.0,0,12446.96,2.1674932434315006,1089.109,1.1832771446880832
2026-12-01,MSME_008,Component Manufacturing,871.56,7.88,6.27,1875.35,299.64,1121.43,21.08,139907.34,21.04,0.0,0,15002.8,2.1517164624351737,1312.745,1.286692826655652
2026-12-02,MSME_008,Component Manufacturing,847.3,8.11,6.25,1867.85,276.59,1042.12,13.5,73556.72,21.73,0.0,0,14942.8,2.204473031983949,1307.495,1.2299303670482709
2026-12-03,MSME_008,Component Manufacturing,839.67,8.14,6.17,1872.02,279.11,1003.07,17.1,82005.83,22.5,0.0,0,14976.16,2.229471101742351,1310.414,1.1946002596258054
2026-12-04,MSME_008,Component Manufacturing,825.2,7.86,6.38,1702.56,265.96,1054.03,17.26,136102.12,22.29,0.0,0,13620.48,2.063208919049927,1191.792,1.2773024721279689
2026-12-05,MSME_008,Component Manufacturing,533.82,6.28,4.86,1218.83,229.63,697.96,13.09,44511.75,20.06,0.0,0,9750.64,2.2832228091866167,853.1809999999999,1.3074819227454946
2026-12-06,MSME_008,Component Manufacturing,525.14,6.19,4.53,1140.86,216.6,667.18,7.64,46924.76,20.3,0.0,0,9126.88,2.1724873367102107,798.6019999999999,1.2704802528849448
2026-12-07,MSME_008,Component Manufacturing,702.27,8.27,6.82,1404.95,232.62,865.22,19.89,73236.82,21.0,0.0,0,11239.6,2.000583821037493,983.4649999999999,1.2320332635595996
2026-12-08,MSME_008,Component Manufacturing,774.26,8.81,8.14,1625.61,215.79,1013.37,14.4,117458.71,22.25,0.0,0,13004.88,2.0995660372484695,1137.927,1.30882390928112
2026-12-09,MSME_008,Component Manufacturing,840.17,9.1,7.55,1635.06,230.53,966.21,19.15,102439.62,22.79,0.0,0,13080.48,1.946106145184903,1144.542,1.150017258411988
2026-12-10,MSME_008,Component Manufacturing,779.88,8.16,6.78,1670.9,268.28,898.84,22.68,90804.47,18.34,0.0,0,13367.2,2.142509103964713,1169.6299999999999,1.152536287633995
2026-12-11,MSME_008,Component Manufacturing,662.33,8.6,7.59,1486.45,209.81,770.76,12.1,99227.83,21.39,0.0,0,11891.6,2.244274002385518,1040.5149999999999,1.1637099331149123
2026-12-12,MSME_008,Component Manufacturing,451.37,5.55,4.98,971.88,209.86,582.84,7.03,37768.31,24.07,0.0,0,7775.04,2.1531781022221237,680.3159999999999,1.2912688038637925
2026-12-13,MSME_008,Component Manufacturing,563.81,5.65,4.93,1147.18,270.56,749.08,15.2,91338.7,22.16,0.0,0,9177.44,2.0346925382664374,803.026,1.3286036075983045
2026-12-14,MSME_008,Component Manufacturing,713.13,8.7,6.63,1571.45,236.1,829.1,17.21,100113.11,18.22,0.0,0,12571.6,2.2035954173853294,1100.0149999999999,1.1626211209737356
2026-12-15,MSME_008,Component Manufacturing,799.4,9.1,7.71,1642.03,238.36,1009.5,22.12,68780.22,19.88,0.0,0,13136.24,2.054078058543908,1149.4209999999998,1.2628221165874407
2026-12-16,MSME_008,Component Manufacturing,849.32,8.04,6.82,1709.04,251.55,1055.05,19.21,140537.85,19.69,0.0,0,13672.32,2.012245090189799,1196.328,1.2422290773795506
